Time;Usage default  upgradeplanner;Limit default  backend-v1
2020-05-25T14:04:15.000Z;null;null
2020-05-25T14:04:30.000Z;null;null
2020-05-25T14:04:45.000Z;null;null
2020-05-25T14:05:00.000Z;33;700
2020-05-25T14:05:15.000Z;null;null
2020-05-25T14:05:30.000Z;null;null
2020-05-25T14:05:45.000Z;null;null
2020-05-25T14:06:00.000Z;45;1300
2020-05-25T14:06:15.000Z;null;null
2020-05-25T14:06:30.000Z;null;null
2020-05-25T14:06:45.000Z;null;null
2020-05-25T14:07:00.000Z;34;600
2020-05-25T14:07:15.000Z;null;null
2020-05-25T14:07:30.000Z;null;null
2020-05-25T14:07:45.000Z;null;null
2020-05-25T14:08:00.000Z;47;1100
2020-05-25T14:08:15.000Z;null;null
2020-05-25T14:08:30.000Z;null;null
2020-05-25T14:08:45.000Z;null;null
2020-05-25T14:09:00.000Z;63;500
2020-05-25T14:09:15.000Z;null;null
2020-05-25T14:09:30.000Z;null;null
2020-05-25T14:09:45.000Z;null;null
2020-05-25T14:10:00.000Z;34;900
2020-05-25T14:10:15.000Z;null;null
2020-05-25T14:10:30.000Z;null;null
2020-05-25T14:10:45.000Z;null;null
2020-05-25T14:11:00.000Z;41;400
2020-05-25T14:11:15.000Z;null;null
2020-05-25T14:11:30.000Z;null;null
2020-05-25T14:11:45.000Z;null;null
2020-05-25T14:12:00.000Z;34;300
2020-05-25T14:12:15.000Z;null;null
2020-05-25T14:12:30.000Z;null;null
2020-05-25T14:12:45.000Z;null;null
2020-05-25T14:13:00.000Z;39;500
2020-05-25T14:13:15.000Z;null;null
2020-05-25T14:13:30.000Z;null;null
2020-05-25T14:13:45.000Z;null;null
2020-05-25T14:14:00.000Z;36;200
2020-05-25T14:14:15.000Z;null;null
2020-05-25T14:14:30.000Z;null;null
2020-05-25T14:14:45.000Z;null;null
2020-05-25T14:15:00.000Z;32;300
2020-05-25T14:15:15.000Z;null;null
2020-05-25T14:15:30.000Z;null;null
2020-05-25T14:15:45.000Z;null;null
2020-05-25T14:16:00.000Z;34;100
2020-05-25T14:16:15.000Z;null;null
2020-05-25T14:16:30.000Z;null;null
2020-05-25T14:16:45.000Z;null;null
2020-05-25T14:17:00.000Z;34;100
2020-05-25T14:17:15.000Z;null;null
2020-05-25T14:17:30.000Z;null;null
2020-05-25T14:17:45.000Z;null;null
2020-05-25T14:18:00.000Z;27;0
2020-05-25T14:18:15.000Z;null;null
2020-05-25T14:18:30.000Z;null;null
2020-05-25T14:18:45.000Z;null;null
2020-05-25T14:19:00.000Z;5;0
2020-05-25T14:19:15.000Z;null;null
2020-05-25T14:19:30.000Z;null;null
2020-05-25T14:19:45.000Z;null;null
2020-05-25T14:20:00.000Z;4;0
2020-05-25T14:20:15.000Z;null;null
2020-05-25T14:20:30.000Z;null;null
2020-05-25T14:20:45.000Z;null;null
2020-05-25T14:21:00.000Z;3;0
2020-05-25T14:21:15.000Z;null;null
2020-05-25T14:21:30.000Z;null;null
2020-05-25T14:21:45.000Z;null;null
2020-05-25T14:22:00.000Z;null;0
2020-05-25T14:22:15.000Z;null;null
2020-05-25T14:22:30.000Z;null;null
2020-05-25T14:22:45.000Z;null;null
2020-05-25T14:23:00.000Z;null;1300
2020-05-25T14:23:15.000Z;null;null
2020-05-25T14:23:30.000Z;null;null
2020-05-25T14:23:45.000Z;null;null
2020-05-25T14:24:00.000Z;2;1300
2020-05-25T14:24:15.000Z;null;null
2020-05-25T14:24:30.000Z;null;null
2020-05-25T14:24:45.000Z;null;null
2020-05-25T14:25:00.000Z;2;1300
2020-05-25T14:25:15.000Z;null;null
2020-05-25T14:25:30.000Z;null;null
2020-05-25T14:25:45.000Z;null;null
2020-05-25T14:26:00.000Z;2;1300
2020-05-25T14:26:15.000Z;null;null
2020-05-25T14:26:30.000Z;null;null
2020-05-25T14:26:45.000Z;null;null
2020-05-25T14:27:00.000Z;2;1300
2020-05-25T14:27:15.000Z;null;null
2020-05-25T14:27:30.000Z;null;null
2020-05-25T14:27:45.000Z;null;null
2020-05-25T14:28:00.000Z;1;1300
2020-05-25T14:28:15.000Z;null;null
2020-05-25T14:28:30.000Z;null;null
2020-05-25T14:28:45.000Z;null;null
2020-05-25T14:29:00.000Z;1;1300
2020-05-25T14:29:15.000Z;null;null
2020-05-25T14:29:30.000Z;null;null
2020-05-25T14:29:45.000Z;null;null
2020-05-25T14:30:00.000Z;155;1300
2020-05-25T14:30:15.000Z;null;null
2020-05-25T14:30:30.000Z;null;null
2020-05-25T14:30:45.000Z;null;null
2020-05-25T14:31:00.000Z;5;1300
2020-05-25T14:31:15.000Z;null;null
2020-05-25T14:31:30.000Z;null;null
2020-05-25T14:31:45.000Z;null;null
2020-05-25T14:32:00.000Z;3;1300
2020-05-25T14:32:15.000Z;null;null
2020-05-25T14:32:30.000Z;null;null
2020-05-25T14:32:45.000Z;null;null
2020-05-25T14:33:00.000Z;110;1300
2020-05-25T14:33:15.000Z;null;null
2020-05-25T14:33:30.000Z;null;null
2020-05-25T14:33:45.000Z;null;null
2020-05-25T14:34:00.000Z;54;2500
2020-05-25T14:34:15.000Z;null;null
2020-05-25T14:34:30.000Z;null;null
2020-05-25T14:34:45.000Z;null;null
2020-05-25T14:35:00.000Z;84;1200
2020-05-25T14:35:15.000Z;null;null
2020-05-25T14:35:30.000Z;null;null
2020-05-25T14:35:45.000Z;null;null
2020-05-25T14:36:00.000Z;42;2300
2020-05-25T14:36:15.000Z;null;null
2020-05-25T14:36:30.000Z;null;null
2020-05-25T14:36:45.000Z;null;null
2020-05-25T14:37:00.000Z;62;1100
2020-05-25T14:37:15.000Z;null;null
2020-05-25T14:37:30.000Z;null;null
2020-05-25T14:37:45.000Z;null;null
2020-05-25T14:38:00.000Z;53;1000
2020-05-25T14:38:15.000Z;null;null
2020-05-25T14:38:30.000Z;null;null
2020-05-25T14:38:45.000Z;null;null
2020-05-25T14:39:00.000Z;38;1900
2020-05-25T14:39:15.000Z;null;null
2020-05-25T14:39:30.000Z;null;null
2020-05-25T14:39:45.000Z;null;null
2020-05-25T14:40:00.000Z;49;900
2020-05-25T14:40:15.000Z;null;null
2020-05-25T14:40:30.000Z;null;null
2020-05-25T14:40:45.000Z;null;null
2020-05-25T14:41:00.000Z;66;1700
2020-05-25T14:41:15.000Z;null;null
2020-05-25T14:41:30.000Z;null;null
2020-05-25T14:41:45.000Z;null;null
2020-05-25T14:42:00.000Z;43;800
2020-05-25T14:42:15.000Z;null;null
2020-05-25T14:42:30.000Z;null;null
2020-05-25T14:42:45.000Z;null;null
2020-05-25T14:43:00.000Z;37;1500
2020-05-25T14:43:15.000Z;null;null
2020-05-25T14:43:30.000Z;null;null
2020-05-25T14:43:45.000Z;null;null
2020-05-25T14:44:00.000Z;42;700
2020-05-25T14:44:15.000Z;null;null
2020-05-25T14:44:30.000Z;null;null
2020-05-25T14:44:45.000Z;null;null
2020-05-25T14:45:00.000Z;34;1300
2020-05-25T14:45:15.000Z;null;null
2020-05-25T14:45:30.000Z;null;null
2020-05-25T14:45:45.000Z;null;null
2020-05-25T14:46:00.000Z;48;600
2020-05-25T14:46:15.000Z;null;null
2020-05-25T14:46:30.000Z;null;null
2020-05-25T14:46:45.000Z;null;null
2020-05-25T14:47:00.000Z;39;500
2020-05-25T14:47:15.000Z;null;null
2020-05-25T14:47:30.000Z;null;null
2020-05-25T14:47:45.000Z;null;null
2020-05-25T14:48:00.000Z;66;900
2020-05-25T14:48:15.000Z;null;null
2020-05-25T14:48:30.000Z;null;null
2020-05-25T14:48:45.000Z;null;null
2020-05-25T14:49:00.000Z;30;400
2020-05-25T14:49:15.000Z;null;null
2020-05-25T14:49:30.000Z;null;null
2020-05-25T14:49:45.000Z;null;null
2020-05-25T14:50:00.000Z;39;700
2020-05-25T14:50:15.000Z;null;null
2020-05-25T14:50:30.000Z;null;null
2020-05-25T14:50:45.000Z;null;null
2020-05-25T14:51:00.000Z;39;300
2020-05-25T14:51:15.000Z;null;null
2020-05-25T14:51:30.000Z;null;null
2020-05-25T14:51:45.000Z;null;null
2020-05-25T14:52:00.000Z;30;500
2020-05-25T14:52:15.000Z;null;null
2020-05-25T14:52:30.000Z;null;null
2020-05-25T14:52:45.000Z;null;null
2020-05-25T14:53:00.000Z;32;200
2020-05-25T14:53:15.000Z;null;null
2020-05-25T14:53:30.000Z;null;null
2020-05-25T14:53:45.000Z;null;null
2020-05-25T14:54:00.000Z;32;300
2020-05-25T14:54:15.000Z;null;null
2020-05-25T14:54:30.000Z;null;null
2020-05-25T14:54:45.000Z;null;null
2020-05-25T14:55:00.000Z;40;100
2020-05-25T14:55:15.000Z;null;null
2020-05-25T14:55:30.000Z;null;null
2020-05-25T14:55:45.000Z;null;null
2020-05-25T14:56:00.000Z;38;0
2020-05-25T14:56:15.000Z;null;null
2020-05-25T14:56:30.000Z;null;null
2020-05-25T14:56:45.000Z;null;null
2020-05-25T14:57:00.000Z;9;0
2020-05-25T14:57:15.000Z;null;null
2020-05-25T14:57:30.000Z;null;null
2020-05-25T14:57:45.000Z;null;null
2020-05-25T14:58:00.000Z;3;0
2020-05-25T14:58:15.000Z;null;null
2020-05-25T14:58:30.000Z;null;null
2020-05-25T14:58:45.000Z;null;null
2020-05-25T14:59:00.000Z;3;0
2020-05-25T14:59:15.000Z;null;null
2020-05-25T14:59:30.000Z;null;null
2020-05-25T14:59:45.000Z;null;null
2020-05-25T15:00:00.000Z;null;0
2020-05-25T15:00:15.000Z;null;null
2020-05-25T15:00:30.000Z;null;null
2020-05-25T15:00:45.000Z;null;null
2020-05-25T15:01:00.000Z;null;1300
2020-05-25T15:01:15.000Z;null;null
2020-05-25T15:01:30.000Z;null;null
2020-05-25T15:01:45.000Z;null;null
2020-05-25T15:02:00.000Z;2;1300
2020-05-25T15:02:15.000Z;null;null
2020-05-25T15:02:30.000Z;null;null
2020-05-25T15:02:45.000Z;null;null
2020-05-25T15:03:00.000Z;2;1300
2020-05-25T15:03:15.000Z;null;null
2020-05-25T15:03:30.000Z;null;null
2020-05-25T15:03:45.000Z;null;null
2020-05-25T15:04:00.000Z;2;1300
2020-05-25T15:04:15.000Z;null;null
2020-05-25T15:04:30.000Z;null;null
2020-05-25T15:04:45.000Z;null;null
2020-05-25T15:05:00.000Z;2;1300
2020-05-25T15:05:15.000Z;null;null
2020-05-25T15:05:30.000Z;null;null
2020-05-25T15:05:45.000Z;null;null
2020-05-25T15:06:00.000Z;2;1300
2020-05-25T15:06:15.000Z;null;null
2020-05-25T15:06:30.000Z;null;null
2020-05-25T15:06:45.000Z;null;null
2020-05-25T15:07:00.000Z;1;1300
2020-05-25T15:07:15.000Z;null;null
2020-05-25T15:07:30.000Z;null;null
2020-05-25T15:07:45.000Z;null;null
2020-05-25T15:08:00.000Z;146;1300
2020-05-25T15:08:15.000Z;null;null
2020-05-25T15:08:30.000Z;null;null
2020-05-25T15:08:45.000Z;null;null
2020-05-25T15:09:00.000Z;4;1300
2020-05-25T15:09:15.000Z;null;null
2020-05-25T15:09:30.000Z;null;null
2020-05-25T15:09:45.000Z;null;null
2020-05-25T15:10:00.000Z;4;1300
2020-05-25T15:10:15.000Z;null;null
2020-05-25T15:10:30.000Z;null;null
2020-05-25T15:10:45.000Z;null;null
2020-05-25T15:11:00.000Z;128;1300
2020-05-25T15:11:15.000Z;null;null
2020-05-25T15:11:30.000Z;null;null
2020-05-25T15:11:45.000Z;null;null
2020-05-25T15:12:00.000Z;50;1200
2020-05-25T15:12:15.000Z;null;null
2020-05-25T15:12:30.000Z;null;null
2020-05-25T15:12:45.000Z;null;null
2020-05-25T15:13:00.000Z;91;1200
2020-05-25T15:13:15.000Z;null;null
2020-05-25T15:13:30.000Z;null;null
2020-05-25T15:13:45.000Z;null;null
2020-05-25T15:14:00.000Z;41;1100
2020-05-25T15:14:15.000Z;null;null
2020-05-25T15:14:30.000Z;null;null
2020-05-25T15:14:45.000Z;null;null
2020-05-25T15:15:00.000Z;60;1100
2020-05-25T15:15:15.000Z;null;null
2020-05-25T15:15:30.000Z;null;null
2020-05-25T15:15:45.000Z;null;null
2020-05-25T15:16:00.000Z;38;1000
2020-05-25T15:16:15.000Z;null;null
2020-05-25T15:16:30.000Z;null;null
2020-05-25T15:16:45.000Z;null;null
2020-05-25T15:17:00.000Z;53;1900
2020-05-25T15:17:15.000Z;null;null
2020-05-25T15:17:30.000Z;null;null
2020-05-25T15:17:45.000Z;null;null
2020-05-25T15:18:00.000Z;35;900
2020-05-25T15:18:15.000Z;null;null
2020-05-25T15:18:30.000Z;null;null
2020-05-25T15:18:45.000Z;null;null
2020-05-25T15:19:00.000Z;65;1700
2020-05-25T15:19:15.000Z;null;null
2020-05-25T15:19:30.000Z;null;null
2020-05-25T15:19:45.000Z;null;null
2020-05-25T15:20:00.000Z;40;800
2020-05-25T15:20:15.000Z;null;null
2020-05-25T15:20:30.000Z;null;null
2020-05-25T15:20:45.000Z;null;null
2020-05-25T15:21:00.000Z;51;1500
2020-05-25T15:21:15.000Z;null;null
2020-05-25T15:21:30.000Z;null;null
2020-05-25T15:21:45.000Z;null;null
2020-05-25T15:22:00.000Z;48;700
2020-05-25T15:22:15.000Z;null;null
2020-05-25T15:22:30.000Z;null;null
2020-05-25T15:22:45.000Z;null;null
2020-05-25T15:23:00.000Z;30;1300
2020-05-25T15:23:15.000Z;null;null
2020-05-25T15:23:30.000Z;null;null
2020-05-25T15:23:45.000Z;null;null
2020-05-25T15:24:00.000Z;49;600
2020-05-25T15:24:15.000Z;null;null
2020-05-25T15:24:30.000Z;null;null
2020-05-25T15:24:45.000Z;null;null
2020-05-25T15:25:00.000Z;38;1100
2020-05-25T15:25:15.000Z;null;null
2020-05-25T15:25:30.000Z;null;null
2020-05-25T15:25:45.000Z;null;null
2020-05-25T15:26:00.000Z;59;500
2020-05-25T15:26:15.000Z;null;null
2020-05-25T15:26:30.000Z;null;null
2020-05-25T15:26:45.000Z;null;null
2020-05-25T15:27:00.000Z;33;400
2020-05-25T15:27:15.000Z;null;null
2020-05-25T15:27:30.000Z;null;null
2020-05-25T15:27:45.000Z;null;null
2020-05-25T15:28:00.000Z;45;700
2020-05-25T15:28:15.000Z;null;null
2020-05-25T15:28:30.000Z;null;null
2020-05-25T15:28:45.000Z;null;null
2020-05-25T15:29:00.000Z;39;300
2020-05-25T15:29:15.000Z;null;null
2020-05-25T15:29:30.000Z;null;null
2020-05-25T15:29:45.000Z;null;null
2020-05-25T15:30:00.000Z;31;500
2020-05-25T15:30:15.000Z;null;null
2020-05-25T15:30:30.000Z;null;null
2020-05-25T15:30:45.000Z;null;null
2020-05-25T15:31:00.000Z;32;200
2020-05-25T15:31:15.000Z;null;null
2020-05-25T15:31:30.000Z;null;null
2020-05-25T15:31:45.000Z;null;null
2020-05-25T15:32:00.000Z;32;300
2020-05-25T15:32:15.000Z;null;null
2020-05-25T15:32:30.000Z;null;null
2020-05-25T15:32:45.000Z;null;null
2020-05-25T15:33:00.000Z;39;100
2020-05-25T15:33:15.000Z;null;null
2020-05-25T15:33:30.000Z;null;null
2020-05-25T15:33:45.000Z;null;null
2020-05-25T15:34:00.000Z;35;100
2020-05-25T15:34:15.000Z;null;null
2020-05-25T15:34:30.000Z;null;null
2020-05-25T15:34:45.000Z;null;null
2020-05-25T15:35:00.000Z;19;0
2020-05-25T15:35:15.000Z;null;null
2020-05-25T15:35:30.000Z;null;null
2020-05-25T15:35:45.000Z;null;null
2020-05-25T15:36:00.000Z;3;0
2020-05-25T15:36:15.000Z;null;null
2020-05-25T15:36:30.000Z;null;null
2020-05-25T15:36:45.000Z;null;null
2020-05-25T15:37:00.000Z;3;0
2020-05-25T15:37:15.000Z;null;null
2020-05-25T15:37:30.000Z;null;null
2020-05-25T15:37:45.000Z;null;null
2020-05-25T15:38:00.000Z;null;null
2020-05-25T15:38:15.000Z;null;null
2020-05-25T15:38:30.000Z;null;null
2020-05-25T15:38:45.000Z;null;null
2020-05-25T15:39:00.000Z;null;1300
2020-05-25T15:39:15.000Z;null;null
2020-05-25T15:39:30.000Z;null;null
2020-05-25T15:39:45.000Z;null;null
2020-05-25T15:40:00.000Z;2;1300
2020-05-25T15:40:15.000Z;null;null
2020-05-25T15:40:30.000Z;null;null
2020-05-25T15:40:45.000Z;null;null
2020-05-25T15:41:00.000Z;4;1300
2020-05-25T15:41:15.000Z;null;null
2020-05-25T15:41:30.000Z;null;null
2020-05-25T15:41:45.000Z;null;null
2020-05-25T15:42:00.000Z;2;1300
2020-05-25T15:42:15.000Z;null;null
2020-05-25T15:42:30.000Z;null;null
2020-05-25T15:42:45.000Z;null;null
2020-05-25T15:43:00.000Z;2;1300
2020-05-25T15:43:15.000Z;null;null
2020-05-25T15:43:30.000Z;null;null
2020-05-25T15:43:45.000Z;null;null
2020-05-25T15:44:00.000Z;2;1300
2020-05-25T15:44:15.000Z;null;null
2020-05-25T15:44:30.000Z;null;null
2020-05-25T15:44:45.000Z;null;null
2020-05-25T15:45:00.000Z;2;1300
2020-05-25T15:45:15.000Z;null;null
2020-05-25T15:45:30.000Z;null;null
2020-05-25T15:45:45.000Z;null;null
2020-05-25T15:46:00.000Z;143;1300
2020-05-25T15:46:15.000Z;null;null
2020-05-25T15:46:30.000Z;null;null
2020-05-25T15:46:45.000Z;null;null
2020-05-25T15:47:00.000Z;23;1300
2020-05-25T15:47:15.000Z;null;null
2020-05-25T15:47:30.000Z;null;null
2020-05-25T15:47:45.000Z;null;null
2020-05-25T15:48:00.000Z;4;1300
2020-05-25T15:48:15.000Z;null;null
2020-05-25T15:48:30.000Z;null;null
2020-05-25T15:48:45.000Z;null;null
2020-05-25T15:49:00.000Z;133;1300
2020-05-25T15:49:15.000Z;null;null
2020-05-25T15:49:30.000Z;null;null
2020-05-25T15:49:45.000Z;null;null
2020-05-25T15:50:00.000Z;51;1200
2020-05-25T15:50:15.000Z;null;null
2020-05-25T15:50:30.000Z;null;null
2020-05-25T15:50:45.000Z;null;null
2020-05-25T15:51:00.000Z;86;1200
2020-05-25T15:51:15.000Z;null;null
2020-05-25T15:51:30.000Z;null;null
2020-05-25T15:51:45.000Z;null;null
2020-05-25T15:52:00.000Z;45;1100
2020-05-25T15:52:15.000Z;null;null
2020-05-25T15:52:30.000Z;null;null
2020-05-25T15:52:45.000Z;null;null
2020-05-25T15:53:00.000Z;66;1100
2020-05-25T15:53:15.000Z;null;null
2020-05-25T15:53:30.000Z;null;null
2020-05-25T15:53:45.000Z;null;null
2020-05-25T15:54:00.000Z;44;1000
2020-05-25T15:54:15.000Z;null;null
2020-05-25T15:54:30.000Z;null;null
2020-05-25T15:54:45.000Z;null;null
2020-05-25T15:55:00.000Z;53;1000
2020-05-25T15:55:15.000Z;null;null
2020-05-25T15:55:30.000Z;null;null
2020-05-25T15:55:45.000Z;null;null
2020-05-25T15:56:00.000Z;37;900
2020-05-25T15:56:15.000Z;null;null
2020-05-25T15:56:30.000Z;null;null
2020-05-25T15:56:45.000Z;null;null
2020-05-25T15:57:00.000Z;63;900
2020-05-25T15:57:15.000Z;null;null
2020-05-25T15:57:30.000Z;null;null
2020-05-25T15:57:45.000Z;null;null
2020-05-25T15:58:00.000Z;36;800
2020-05-25T15:58:15.000Z;null;null
2020-05-25T15:58:30.000Z;null;null
2020-05-25T15:58:45.000Z;null;null
2020-05-25T15:59:00.000Z;49;1500
2020-05-25T15:59:15.000Z;null;null
2020-05-25T15:59:30.000Z;null;null
2020-05-25T15:59:45.000Z;null;null
2020-05-25T16:00:00.000Z;46;700
2020-05-25T16:00:15.000Z;null;null
2020-05-25T16:00:30.000Z;null;null
2020-05-25T16:00:45.000Z;null;null
2020-05-25T16:01:00.000Z;35;1300
2020-05-25T16:01:15.000Z;null;null
2020-05-25T16:01:30.000Z;null;null
2020-05-25T16:01:45.000Z;null;null
2020-05-25T16:02:00.000Z;46;600
2020-05-25T16:02:15.000Z;null;null
2020-05-25T16:02:30.000Z;null;null
2020-05-25T16:02:45.000Z;null;null
2020-05-25T16:03:00.000Z;37;1100
2020-05-25T16:03:15.000Z;null;null
2020-05-25T16:03:30.000Z;null;null
2020-05-25T16:03:45.000Z;null;null
2020-05-25T16:04:00.000Z;58;500
2020-05-25T16:04:15.000Z;null;null
